ks259_7	PF11_0243	hypothetical protein	1.339	1.03795355	0.92560462	0.82858348	0.55286485	0.57074443	0.405	0.3611621	0.36310373	0.25280338	0.34	0.12261412	0.14666005	0.258	0.158260087	0.10279465		0.345	0.19904016	0.266	0.24988297	0.38910145	0.3969504	0.6893414	0.96066383	1.06	1.03428292	1.31510976	1.307	1.9040282	2.25483905	2.488114	2.20741369	2.69123019	2.3282936	1.8247709	2.27899064	2.45421981	1.82312561	2.4165425	1.914467	1.62391407	1.6246831	1.12088481	1.2361779	0.9683116
m42687_2	PF13_0301	ubiquitin-conjugating enzyme, putative	0.94	1.28669045	0.61455451	1.18405215	0.65393927	0.38556957	0.396	0.38484484	0.36961096	0.25742782	0.23	0.15229965	0.17940939	0.144	0.267695253	0.19040373	0.20934364	0.294	0.24016416	0.313	0.32698441	0.38629541	0.41409143	0.5014119	0.56803756	0.699	0.82376515	1.01031265	1.343	1.41955799	2.04286161	2.09166072	1.97561105	2.71493206	2.65431363	2.18276662	2.8415428	2.57615377	1.91524858	1.68923362	1.2540548	1.30255556	1.1631124	0.98335292	1.1367298	1.0353661
i3518_1	PF14_0024	hypothetical protein	1.302	1.08909569	0.67659685	0.84502866	0.62227738	0.49210856	0.534	0.38484484	0.50235855	0.39153695	0.296	0.26846041	0.27053796	0.255	0.256751751	0.20675742	0.25866544	0.329	0.3331044	0.403	0.39572546	0.40406689	0.6179796	0.5869798	0.70738296	0.985	0.98935026	1.23532465	1.556	1.57001454	2.24358354	2.00529642	2.12950489	2.30553767	2.57280845	1.99140821	2.76697203	2.29164129	1.82540023	2.29141414	1.5927589	1.41318708	1.2377444	1.06128767	1.2412133	0.9546734
e13013_1	PFE0165w	actin depolymerizing factor, putative	1.802	1.35178047	0.82248022	1.21567752	0.68560116	0.61894065	0.484	0.41681657	0.46331514	0.2990479	0.252	0.18972922	0.2320931	0.159	0.194457884	0.2336242	0.26962585	0.342	0.35366641	0.536	0.47561372	0.61358306	0.93012698	0.7493189	0.85164651	1.13	0.95523473	1.25952908	1.47	1.53766638	1.74177871	1.73304341	2.04293973	2.28291308	2.55218679	1.94746002	2.63614605	2.33587217	2.05172711	4.03148107	2.8528834	2.83691068	2.1287368	1.64809032	1.9751153	1.1331064
d17715_27	PFD0530c	hypothetical protein	1.644	1.78416423	0.95997943	0.8677989	0.68316559	0.71152807	0.479	0.55417658	0.40475	0.38074654	0.357	0.28136714	0.32037389	0.307	0.331672741	0.33641883	0.40224669	0.362	0.38821056	0.412	0.48861878	0.60797098	0.6179796	0.7285267	0.86885969	0.934	1.0567492	0.91349483	1.109	1.31348616	1.35534213	1.39087623	2.08718419	2.30661495	2.54629482	1.9254857	2.05266152	2.51279596	2.12337829	2.41784598	1.7032322	1.67132764	1.3100803	1.02805082	1.2814961	0.9512639
opfd66990	PFD0255w	Plasmodium yoelii blood stage membrane protein ag-1	1.325	1.33783265	1.00357679	0.73497252	0.77449788	0.6278189	0.491	0.50444279	0.27850966	0.44086444	0.338	0.28265782	0.31325448	0.18	0.20708502	0.19741245	0.26962585	0.256	0.35202144	0.414	0.38922293	0.56588072	0.59362127	0.543796	0.79099021	0.798	1.02596207	1.16898647	1.45	1.38194388	1.76241364	1.60144062	2.11700101	2.72462831	3.11290203	2.83375108	2.76828019	2.85708022	1.92548441	2.09329406	1.6631704	2.02166096	1.4168615	1.36729606	1.4954983	1.209253
f51756_1	PFI1730w	cytoadherence linked asexual protein (CLAG)	0.952	0.79502827	0.61874656	0.77292294	0.50050102	0.39571616	0.358	0.35287313	0.28761979	0.22813963	0.126	0.09421927	0.07404197	0.053	0.043774069	0.03621175	0.03178516	0.038	0.0287868	0.024	0.03065479	0.04583166	0.1082592	0.279895	0.48197125	0.514	0.77633626	1.11071638	1.039	2.34937974	2.11320813	2.81054063	3.16251687	4.26416707	5.13677918	3.83082857	3.37531328	2.63592526	1.6548021	1.49502383	1.1545073	1.0035868	1.0827394	0.50084527	0.6369715	0.8069263
opfblob0003	PFI1730w	cytoadherence linked asexual protein (CLAG)	0.944	0.81478769	0.60533202	0.72611746	0.54312276	0.38683791	0.344	0.33037452	0.28631834	0.22351517	0.125	0.10970738	0.08828081	0.069	0.05808482	0.04205235	0.04712972	0.061	0.03454416	0.031	0.04180199	0.05331438	0.11367216	0.2806947	0.42623306	0.537	0.71725812	1.14209263	0.987	2.15303394	2.25765293	2.90759767	3.24042544	4.02930397	4.18719677	3.57171661	2.91873022	2.75188222	1.62750634	1.51848542	1.1642193	0.9719777	1.1160368	0.59482537	0.7125017	0.8205646
opfi17675	PFI1565w	conserved protein	1.813	1.61446533	0.7378008	1.1473668	0.54190497	0.44264404	0.401	0.44286763	0.54400486	0.32217017	0.228	0.18714787	0.1509317	0.069	0.071553766	0.07475975	0.07891488	0.096	0.11185729	0.161	0.19693379	0.23102897	0.40777631	0.4302386	0.60164441	0.579	0.74471695	0.9726613	1.196	1.12315854	2.25671482	2.23313358	2.40555177	2.61581548	2.19179733	1.9062584	3.11758583	2.59647605	2.17455768	3.24942859	1.714158	2.10858578	1.3238585	1.13463802	1.2324014	1.1228778
d1479_1	PFB0315w	41 kDa antigen	2.09	1.50288233	1.053043	0.87791903	0.68681891	0.51620665	0.445	0.42392142	0.4125587	0.31137978	0.213	0.2271588	0.27196184	0.117	0.222237575	0.19390808	0.28168228	0.271	0.31665479	0.362	0.39479654	0.50882499	0.61346881	0.5773834	0.70492395	0.629	0.76385493	0.8937726	0.836	1.27436741	1.2624847	1.33988015	1.55047962	1.87244129	1.93844429	1.8439982	2.24105117	3.16550129	2.81032014	3.18686426	2.4704759	2.43126132	1.8244675	1.05326501	1.2626135	1.2160722
d49176_26	PFD0255w	Plasmodium yoelii blood stage membrane protein ag-1	1.475	1.1472118	1.04046686	0.781778	0.66977021	0.57201278	0.461	0.56246554	0.44379341	0.53797793	0.335	0.33944754	0.32179778	0.231	0.308102091	0.20208492	0.21591988	0.304	0.32652457	0.466	0.44867465	0.44522185	0.55573056	0.5957765	0.75164564	0.811	0.97437271	1.09368367	1.294	1.48274976	1.58701651	1.7445586	2.08045137	2.40142216	2.68573708	2.61675626	2.30123103	2.72797362	2.01192091	2.03594365	1.556339	1.55806183	1.2698937	1.21715718	1.3847207	1.3444984
i6658_2	PFI0735c	NADH dehydrogenase, putative	1.622	1.2076526	0.98680861	0.82605349	0.70995642	0.67474678	0.515	0.50325866	0.36700806	0.34220945	0.255	0.20779867	0.20931095	0.152	0.166678181	0.08994532	0.12823668	0.158	0.2015076	0.175	0.27031951	0.31333891	0.35454889	0.5685867	0.75902275	0.736	0.92944005	1.1223704	1.127	1.40150326	1.61234119	1.59650548	2.33918508	2.78280532	3.04318079	2.45195	2.65707796	3.14517901	2.61015178	2.3552818	2.1839734	2.18234018	1.4294916	1.07389474	1.1908598	1.0842363
f70835_1	MAL7P1.137	kelch protein, putative	3.007	2.52107631	1.52422935	1.40795951	0.8585236	0.68362499	0.521	0.54825589	0.56092365	0.35608281	0.296	0.23619352	0.25487524	0.162	0.206243209	0.14718325	0.18413472	0.295	0.25579127	0.41	0.36228386	0.48918282	0.58459968	0.6893414	0.71967818	0.948	0.86120898	0.93321695	1.032	1.16754325	1.06739052	1.4122617	1.6755183	1.68713635	1.57216274	1.38620331	1.63794274	1.98680625	2.22005062	3.1972918	2.618583	2.61564732	2.2159989	2.00338108	1.776219	1.378594
f13671_1	PF07_0019	hypothetical protein	1.967	1.42151986	0.86440073	0.90068927	0.58087343	0.60372081	0.525	0.44168347	0.48283683	0.29442344	0.395	0.17424113	0.20219153	0.192	0.27611336	0.16236882	0.17975056	0.495	0.42604465	0.443	0.36785747	0.38536008	0.59091477	0.5525927	0.56721784	0.677	0.69978434	0.8606035	0.926	1.19838686	1.71176427	1.69520763	2.1448943	2.37664302	2.72992661	1.95844695	2.88864022	2.80448107	2.25075823	2.88186379	2.2568129	2.07961089	1.5236428	0.98679124	1.1581301	0.9603561
z_3_20	PFE1150w	multidrug resistance protein	1.74	1.3715399	0.8861994	1.08158614	0.63689057	0.46166883	0.627	0.44168347	0.40344857	0.31600422	0.103	0.19618259	0.21358261		0.28284782	0.1226527	0.1205644	0.158	0.40877257	0.282	0.22015712	0.25160645		0.4374359	0.4909877	0.647	0.69146344	0.96369669	1.034	1.09983776	1.93030736	1.92057723	2.32764319	2.08791201	2.21831095	1.99323947	3.77694962	2.63831624	2.00509694	3.34848856	1.9654546	2.08883015	1.6017194	1.0544111	1.5773228	1.3104029
m37145_1	PF13_0154	hypothetical protein	1.577	1.44360391	0.69420349	0.75774276	0.48710561	0.56059788	0.525	0.48668073	0.69367124	0.60272025	0.508	0.44012016	0.58379243	0.508	0.46299496	0.44739033	0.46691304	0.488	0.39396792	0.509	0.43195385	0.54623855	0.6179796	0.7613144	0.77131793	1.061	1.08004761	1.21112012	1.301	1.579042	1.87309212	2.07521039	2.14297054	2.3723334	2.09163455	1.72863393	2.41243326	1.93420739	1.73100251	2.07243943	1.714158	1.73322857	1.4777153	1.01658984	1.2399545	0.9705846
kn400_3	PFL2205w	hypothetical protein	2.145	1.28669045	0.75456898	0.77039295	0.65759259	0.62274561	0.481	0.41208001	0.38522832	0.2605108	0.273	0.23103083	0.21643036	0.137	0.132164017	0.08410471	0.13481292	0.132	0.12254952	0.167	0.24616723	0.31614492	0.43574329	0.4974134	0.5000042	0.66	0.79048169	1.25415038	1.144	1.12992905	1.70895039	1.79637714	2.21414652	2.21611709	2.09163455	1.94654427	2.9540532	3.07823488	3.10147436	2.3552818	2.8941594	2.86193457	1.7808365	1.64923647	1.4023444	1.2126626
n159_40	PF14_0065	hypothetical protein	1.514	0.99959694	0.59443268	0.79822318	0.57600236	0.49337687	0.447	0.35050485	0.56743088	0.21734925	0.191	0.12519548	0.07688974	0.064	0.074079192	0.03153927	0.03507328	0.11	0.06004104	0.057	0.06874104	0.07108584	0.11367216	0.1951268	0.25164146	0.354	0.38775207	0.73330593	0.749	1.51133659	2.2961089	2.80725061	2.645049	2.97349703	2.9498919	2.54717144	3.95225636	3.0124861	1.91297397	1.69835753	1.1435814	1.05495144	1.0563311	0.51345237	0.7187959	0.671681
e7539_1	PFE0355c	serine protease belonging to subtilisin family, putative	1.241	0.86825451	0.8945835	0.7197924	0.60522872	0.61640401	0.439	0.47365521	0.42817606	0.33912648	0.228	0.22070543	0.23778862	0.266	0.238231941	0.11798023	0.09097132	0.285	0.08718288	0.148	0.12354809	0.13749498	0.23817024	0.3662626	0.51721743	0.779	0.83957473	1.20753432	1.344	1.51284105	1.90779633	2.31703032	2.40362823	3.02090051	2.69850293	2.67535392	2.66623606	2.18285698	1.38753165	1.74137041	1.3475322	1.27094646	1.623535	1.2332025	1.4652863	1.2410755
n175_10	PF14_0144	mRNA capping enzyme, putative	1.565	0.96007794	0.60533202	0.88044902	0.59670437	0.49464517	0.477	0.37774003	0.60387139	0.21580776	0.171	0.12261412	0.08828081	0.058	0.073237381	0.03621175	0.03178516	0.05	0.04194648	0.075	0.07338571	0.08137458	0.10465056	0.2063226	0.25164146	0.358	0.41937135	0.76916438	0.792	1.6061242	2.36551754	2.69209814	2.64312524	3.10924356	3.1993168	2.78247804	3.91300857	2.95869161	1.99713572	1.87953312	1.3645281	1.18928983	1.179187	0.54898142	0.6508188	0.7626022
d49176_11	PFD0240c	hypothetical protein	1.278	1.04957676	0.63467639	0.87665403	0.69899654	0.54664634	0.402	0.41681657	0.50626288	0.34220945	0.219	0.19360126	0.19080046	0.112	0.195299682	0.08060035	0.0876832	0.156	0.08060304	0.117	0.10868516	0.15994314	0.28327825	0.2926902	0.39098688	0.604	0.65818003	0.95204268	1.149	1.45341079	2.14697445	2.0357295	2.23626875	2.40465425	2.01111152	2.05824623	2.91742205	3.03400401	2.44751474	2.00205467	1.5624089	1.38684624	1.1275186	1.0693104	1.0322463	0.995588
b197	PFB0315w	41 kDa antigen	1.942	1.80159904	0.96920198	0.95634981	0.72335179	0.57074443	0.486	0.4298421	0.42947753	0.32987758	0.257	0.31234335	0.34030827	0.163	0.286215063	0.25231414	0.31675556	0.323	0.34132919	0.415	0.47096906	0.51350168	0.65947897	0.6277645	0.73033397	0.702	0.75803036	0.88211863	0.854	1.15475438	1.28405762	1.27078873	1.5822202	1.91769009	2.00816553	1.63890607	2.23320155	2.68135177	2.89561927	3.1620995	2.782472	2.61169632	1.7383537	1.3145755	1.4866865	1.1069666
ks66_2	PF11_0477	CCAAT-box DNA binding protein subunit B	1.91	2.05614768	1.09244821	1.23338771	0.72700511	0.51747496	0.482	0.46891865	0.35529503	0.34837538	0.284	0.19231058	0.21785425	0.13	0.157418288	0.16003257	0.21482383	0.209	0.287868	0.269	0.22387285	0.31427424	0.49889446	0.5254029	0.58197207	0.712	0.88533951	0.90542661	1.203	1.25556035	1.37879094	1.57018499	2.32475767	2.39711255	2.79179182	2.1882602	2.16517192	2.60962598	2.21550126	3.18295397	2.5651671	2.59325764	2.1712198	1.50024361	1.7422303	1.4649692
e3215_10	PFE0785c	hypothetical protein	1.202	1.1158291	0.6791121	1.11321143	0.69047215	0.47308373	0.534	0.37063519	0.4763296	0.25588633	0.2	0.1187421	0.09682412	0.112	0.089231753	0.04906108	0.04493764	0.067	0.06908832	0.062	0.08639077	0.1028874	0.14163912	0.23991	0.3008222	0.481	0.63987413	0.95562848	0.994	1.81977251	2.87670177	3.11075935	2.69506452	3.59082082	3.76297803	3.25492251	4.16681121	3.05313066	1.90728737	2.17540969	1.5842608	1.17875346	1.5339765	0.69568209	0.9881871	0.9467178
z_2_40	PFL2215w	actin	1.694	1.1565104	0.67240481	0.8981592	0.61253532	0.48323032	0.461	0.50207451	0.52708604	0.40541031	0.225	0.32912212	0.36878596	0.102	0.192774263	0.26866783	0.27839417	0.226	0.23193936	0.473	0.32605549	0.38629541	0.47814477	0.4134449	0.52213554	0.691	0.74638115	1.40206658	1.026	1.34959572	1.69769488	1.718238	2.05448162	2.40465425	2.23893261	1.97126538	2.66492758	3.0459583	2.83989051	2.52994014	2.0200844	2.02956327	1.4157134	1.32489046	1.4275211	1.3115395
opfj12812	PF10_0342	hypothetical protein	1.333	1.17394521	0.83254111	0.84502866	0.68073009	0.50479176	0.424	0.48786486	0.42297026	0.29134047	0.201	0.15746235	0.16801831	0.097	0.124587734	0.06424665	0.05370596	0.111	0.0904728	0.031	0.04644665	0.06827982	0.16870393	0.2335124	0.38852785	0.536	0.7130977	1.04168879	1.445	1.48500662	2.46587839	2.28824235	2.84222531	3.18789061	3.32795727	2.52336608	3.31513327	2.42552955	1.7571609	1.73094302	1.1399394	1.27621464	1.0414047	1.12890753	1.1707184	1.20698
opff72462	MAL6P1.101	hypothetical protein, conserved	1.544	1.18208143	0.75289218	1.09929632	0.69899654	0.64938038	0.423	0.40852761	0.57523958	0.2790086	0.193	0.15746235	0.13242122		0.159101897	0.09929029	0.04712972	0.196		0.143	0.13376635	0.14217168	0.15968232	0.295889	0.40000336	0.483	0.60492652	0.84088138	0.844	1.95819259	2.52215552	3.0252175	2.88935529	3.93988365	3.67656303	3.04616784	3.90777559	2.72797362	1.50240102	1.81045184	1.7700017	1.33153052	1.5948304	0.66817572	0.8786682	1.0160453
z_2_90	PFL2215w	actin	1.854	2.11193911	0.71348692	0.95381981	0.61618856	0.36908142	0.453	0.44405175	0.44769778	0.32525312	0.251	0.2271588	0.22639755	0.11	0.131322207	0.13433392	0.14358124	0.196	0.20397504	0.246	0.30469003	0.27779597	0.43574329	0.3982506	0.52049616	0.567	0.66899716	0.98162592	1.168	1.19312081	1.80931136	1.84819568	2.36034554	2.5490195	2.8271434	2.09853233	3.27588548	2.92880601	2.46229992	3.51271951	2.0698581	2.09409841	1.9565089	1.39021815	1.6541118	1.3524541
e20410_1	NULL	#N/A	1.252	0.86360521	0.51478376	0.78557306	0.521203	0.39191117	0.409	0.34813657	0.34748634	0.22043222	0.156	0.14326493	0.10821518	0.059	0.047983113	0.03621175	0.02630496	0.035	0.02220696	0.024	0.03065479	0.04021962	0.13532401	0.1695364	0.27295311	0.433	0.77467206	1.15285014	1.426	2.17108868	2.27266021	2.8056055	3.39528105	4.31695745	4.84218306	2.85480965	4.05430081	3.59346564	2.52940188	2.68765415	1.4143018	1.21826479	1.3456741	1.10483942	1.1682007	1.1240143
i14956_1	PFI1445w	hypothetical protein	1.143	0.77875576	0.54245128	0.70967228	0.58209117	0.44010739	0.428	0.35168898	0.32666318	0.21580776	0.15	0.1445556	0.10536742	0.065	0.05135035	0.03504363	0.02630496	0.038	0.02302944	0.022	0.03344159	0.03554292	0.12359592	0.1655379	0.27295311	0.444	0.73306775	1.13492092	1.395	2.21396893	2.27453598	2.42724765	3.04998196	4.4117644	4.68408274	3.75941249	4.07392486	3.92340462	2.62379946	3.03175721	1.4300837	1.29597035	1.3399331	1.08306355	1.3608028	1.0274104
ks488_9	PF11_0300	hypothetical protein	1.288	0.99146065	0.88871455	0.91460439	0.66977021	0.70138148	0.455	0.46773452	0.4711238	0.31600422	0.249	0.13681155	0.13669287	0.12	0.139740289	0.08410471	0.08439508	0.094	0.0452364	0.083	0.04923345	0.06921516	0.1308132	0.3062851	0.40656078	0.6	0.6074228	1.00314094	1.042	1.80848837	2.01003317	2.62300662	3.11057759	3.36457644	3.7109327	2.93446588	2.90957243	2.23426049	1.18622578	2.01508887	1.3451043	1.33021342	1.4513072	0.93865509	1.1014824	1.0796902
d16785_4	PFD1110w	hypothetical protein	1.301	1.05655067	0.67659685	1.06134589	0.57356683	0.34878828	0.432	0.35997794	0.46591804	0.23430556	0.17	0.12648615	0.10536742	0.067	0.070711955	0.05139732	0.04164952	0.062	0.0493488	0.058	0.06038064	0.06921516	0.11637863	0.1687367	0.23196915	0.409	0.54168801	0.92604524	0.987	1.7114439	2.38427658	2.82287828	2.56906396	3.37534997	3.37018274	3.08736946	4.13148823	3.58151134	2.25075823	2.13761042	1.3596722	1.06153665	1.5029755	1.02117418	1.2575782	1.134243
i17152_1	PFI1560c	hypothetical protein	1.453	1.50636932	0.91135168	0.78683806	0.70995642	0.90684948	0.441	0.62640898	0.28111256	0.4038688	0.222	0.22586812	0.24633192	0.096	0.118695071	0.07826411	0.08110696	0.133	0.05017128	0.096	0.13190849	0.20390412	0.30763655	0.39985	0.67951389	0.564	0.8154443	1.05154991	1.486	1.23976239	1.52604951	1.49204585	2.3228339	2.81943553	3.33875929	3.15695428	2.83761799	3.30775753	2.54418706	2.71241922	1.9690966	1.92683399	1.4742709	1.92659241	1.7661483	1.4081433
z_2_50	PFL2215w	actin	1.784	1.3715399	0.59862473	0.96014487	0.62714844	0.44264404	0.408	0.49970623	0.43338186	0.31600422	0.203	0.25168162	0.22070202	0.101	0.121220491	0.12498895	0.16002184	0.154	0.17272079	0.201	0.24895405	0.23009365	0.41138496	0.4014494	0.48606964	0.556	0.65984418	0.85163889	0.968	1.14647933	1.8046216	1.71165795	2.18048217	2.42727858	2.43729433	2.1195909	3.37400511	2.99455479	2.68976418	3.32502713	2.3308665	2.20868117	1.6487951	1.45096137	1.4501802	1.2058435
f24726_1	PF07_0019	hypothetical protein	1.706	1.45755173	0.90296759	0.90701433	0.67951235	0.61767231	0.547	0.51391587	0.41906593	0.39153695	0.327	0.26071636	0.25060358	0.325	0.311469334	0.17521816	0.24660899	0.311	0.40054775	0.39	0.40222799	0.46579932	0.59181698	0.5957765	0.60000502	0.728	0.79464212	0.98252231	1.017	1.13745187	1.95094217	1.66066187	2.02851209	2.63520799	2.73189068	2.37504055	3.20785584	2.6430979	2.44069076	2.83624425	2.4850436	2.31667856	1.5959785	1.09567061	1.4086386	1.063779
e26598_2	NULL	#N/A	0.52	0.444007	0.47957054	0.51739033	0.79276439	0.4286925	0.312	0.40971173	0.14315917	0.25280338	0.235	0.17940382		0.124	0.142265721	0.08293659	0.09645152	0.153	0.19410528	0.22	0.10125369	0.2057748	0.40055905	0.1775334	0.27541214	0.342	0.5300388	0.86777521	0.967	1.25631258	1.49978683	1.04048399	1.96310717	4.05300584	2.89882848	2.09853233	4.24007382	4.55578767	2.78074977	1.95382802	1.8222035	1.71610699	0.9839954	1.08420963	1.2223307	1.0035436
n150_68	PF14_0091	hypothetical protein	1.738	1.237873	0.58772539	1.00821535	0.67829453	0.58596432	0.494	0.4701028	0.65202493	0.25588633	0.21	0.17165978	0.1238779	0.072	0.106909746	0.08644096	0.08329904	0.105	0.13324176	0.141	0.18950233	0.18613266	0.31575599	0.3342746	0.32705191	0.5	0.51090082	0.71985896	0.947	1.23449643	2.67504195	2.7003233	2.5671402	3.38289167	2.86936887	2.6368993	4.63778534	3.86721916	3.03096042	3.36804001	1.8646933	1.53172099	1.5270874	0.85957425	0.9390924	1.1376526
j147_1	PF10_0342	hypothetical protein	1.061	0.98797373	0.66821276	0.59202608	0.70995642	0.57835438	0.396	0.57667519	0.30974439	0.35916576	0.2	0.26846041	0.40295916	0.208	0.209610439	0.09111344	0.13590896	0.233	0.0699108	0.133	0.08639077	0.14030101	0.19576871	0.3686617	0.47459414	0.519	0.77883249	1.07127214	1.168	1.04642568	2.18918241	1.71412552	2.79894284	2.9282481	2.48050171	2.57463911	2.40720028	2.59886702	1.8435974	1.9355802	1.1690753	1.71479005	1.0161446	1.01200544	0.9453866	1.1376526
n150_66	NULL	#N/A	1.744	1.2134642	0.61203932	1.05502083	0.70995642	0.64303878	0.519	0.48904898	0.67805392	0.28055008	0.217	0.19876395	0.1153346	0.081	0.104384314	0.10045841	0.09425944	0.102	0.13241928	0.153	0.20622313	0.22635228	0.2841804	0.3494689	0.37213426	0.455	0.56415429	0.73599528	0.842	1.46243816	2.11133214	2.48153376	2.57868231	3.1857358	2.83990926	2.69183465	5.40180991	3.6221559	2.79894694	3.02784692	1.9266069	1.59757324	1.4237507	0.78851614	1.0209168	1.0478677
z_2_60	PFL2215w	actin	2.211	1.68652919	0.69671869	1.1764621	0.66977021	0.53523145	0.465	0.49970623	0.4763296	0.33450202	0.229	0.24651892	0.23921251	0.111	0.136373058	0.15419197	0.1753664	0.19	0.1768332	0.208	0.26753269	0.27966666	0.45017785	0.4094464	0.53443072	0.599	0.75553408	0.96728249	1.125	1.33981604	1.86840236	1.95183276	2.32187214	2.68153419	2.78099003	2.24960465	3.16729989	2.97901418	2.7329825	3.77861739	2.2361751	2.28902078	1.7337608	1.36500389	1.791325	1.3638193
z_2_70	PFL2215w	actin	1.908	1.68071759	0.71516372	1.21820752	0.59426884	0.49337687	0.474	0.47602349	0.46331514	0.32217017	0.255	0.24651892	0.23778862	0.114	0.133847626	0.15419197	0.16002184	0.213	0.19657271	0.245	0.26846164	0.30211483	0.43393897	0.4038485	0.50902065	0.533	0.71559397	0.89556555	1.204	1.22847815	1.86183672	2.15417199	2.3266812	2.73540184	2.90079255	2.17635752	3.25233693	3.04954462	2.72274653	3.85160896	1.9739527	1.95976003	1.7888738	1.4337699	1.5307457	1.3194951
n163_1	PF14_0647	hypothetical protein	1.63	1.20416561	0.78223655	0.83111355	0.6636814	0.63162385	0.604	0.65956484	0.46982237	0.5595587	0.443	0.40785332	0.47557724	0.377	0.428480784	0.34225947	0.40443875	0.524	0.45483142	0.492	0.49326344	0.53220847	0.73977119	0.7477195	0.68033356	0.842	0.87285823	0.91977003	1.04	1.34959572	1.31219629	1.665597	2.05351985	2.49946121	2.52174526	2.29904641	1.97416578	2.74710055	2.4008847	2.12457622	1.6425326	1.58045166	1.3674895	0.97418418	1.0876352	0.9717212
n132_109	PF14_0353	hypothetical protein	0.978	1.08095947	0.68833459	0.96140987	0.57600236	0.52762155	0.413	0.45115659	0.36310373	0.2790086	0.176	0.11228872	0.12957344	0.077	0.087548138	0.03504363	0.05260992			0.08	0.04923345	0.06640914	0.12720456	0.1471448	0.26311697	0.46	0.64819498	1.12685271	1.453	1.76184679	2.2717221	2.51854708	2.862424	3.24068072	3.94759174	2.82001713	3.23663768	2.65266151	1.6434289	2.08417015	1.3754541	1.55279372	1.4639371	1.56900948	1.6352293	1.6138527
n132_125	PF14_0346	cGMP-dependent protein kinase 1, beta isozyme, putative	1.66	1.20649022	0.71181007	0.90954432	0.60766425	0.48323032	0.464	0.41326417	0.46331514	0.2697597	0.247	0.17295045	0.14381229	0.039	0.116169639	0.02102618				0.064	0.0817461	0.08324526	0.16238881	0.1991253	0.32623224	0.417	0.5000837	0.89018674	0.995	1.355614	1.88528552	2.18296015	5.23912072	3.26976948	3.31617357	2.55815838	3.25626174	3.76082582	2.47481063	3.2715867	2.1936854	1.78064213	1.6396096	1.48534431	1.2903079	1.2149356
d16785_3	PFD1110w	hypothetical protein	1.411	0.97286353	0.60868567	0.80834331	0.6015754	0.50606007	0.409	0.42036898	0.4177645	0.26359377	0.169	0.15746235	0.12245403	0.07	0.077446428	0.04555672	0.0493218	0.062	0.041124	0.053	0.06409638	0.06640914	0.13893264	0.15994	0.25164146	0.406	0.54501631	1.01838087	1.096	1.7821584	2.31111618	2.62794176	2.64216347	3.43999141	3.37803878	3.16153233	4.08439081	3.67475475	2.40657116	2.04115727	1.4507217	1.27884877	1.3674895	1.307699	1.3268142	1.0558234
