c74	PFC0115c::VAR pseudogene::56% identity to 3% of variant-specific surface protein 2 - malaria parasite  (Plasmodium falciparum)	1	26.82	51.20917037	42.37579152	8.83337885	4.797234698	0.83	-0.257874721	-2.53867131	1.437	1.2436846	2.15387529	1.54837588	1.74018478	1.60823104	2.854	2.22973187	1.89490679	3.11842213	6.421	2.18769419	2.42629833	3.099	3.022094238	1.33165792	1.2856549	1.886	1.28964861	0.848	0.65025309	0.80532774	0.49979666	0.4566287	0.47377447	0.218	0.28041299	0.10936837	0.082		0.24011598	0.48610756	0.3308716	0.2693385	0.27593862	0.53378897	0.747017	0.64075103	0.2820556	0.22158157	0.4176136	0.50706154		1.83375843	1.2676488	1.491109
d48327_1	NULL::::	1	9.35	16.9484911	15.05264915	1.895841946	7.939822824	0.89	-0.306831716	-2.542168667	2.008	1.62841315	2.70638742	2.23527792	1.79254861	2.21448853	1.88	2.05921594	2.14348315	2.4432522	2.076	1.64690133	1.9962853	1.496	1.507679926	1.39590466	1.47526979	1.178	1.13584491	1.234	0.9354355	0.99333111	1.04470127	0.7741096	0.62869381	0.825	0.55333721	0.49753642	0.458	0.34228877	0.3911264	0.45731945	0.38088705	0.32212884	0.46349834	0.45413263	0.51414658	0.59652008	0.50951982	0.64128315	1.04282	1.09051162	1.8015038	1.644652	1.7032065	1.7513712
a21885_1	PFA0410w::hypothetical protein::40% identity to 100% of (AF047005) asparagine-rich protein [Plasmodium falciparum]	1	12.56	23.82840351	19.62441334	4.20399017	4.668044537	0.82	-0.445031734	-2.544611609	1.203	1.44592852	1.53009829	1.81529358	2.01539939	2.6939139	2.484	2.75430496	2.76036915	3.0089768	2.518	2.89885612	3.51699352	2.729	2.248471842	1.94959398	1.60241049	1.068	1.12350773	0.803	0.91128328	1.11679597	0.82276992	0.5925777	0.56803756	0.556	0.89366036	0.62035168	0.578	0.27383101	0.57496517	0.31831407	0.31548222	0.49450548	0.33289392	0.25911196	0.29305047	0.61923327	0.52430498	0.96453155	0.7818115	1.01412308	1.1849279	1.42460109	1.7674072	1.5286141
d12635_38	PFD0960c::unknown::33% identity to 85% of (AAAB01008986) ebiP9119 [Anopheles gambiae str. PEST]	1	7.85	12.64110348	10.54450361	2.096599869	5.029335243	0.83	-0.522338536	-2.545592263	1.336	1.80043681	1.90319068	1.57114613	2.14691795	2.6089362	1.733	3.18769939	1.70099128	3.01822559	1.958	1.95150055	2.34656083	1.511	1.23914285	1.49519485	1.43471638	1.171	1.14324719	1.165	1.26520674	1.37027313	0.85975849	0.9908283	1.01476263	0.685	0.65069126	0.50470813	0.477	0.3490593	0.43427224	0.39480815	0.57998709	0.58177118	0.59803072	0.53104218	0.4631244	0.56065715	0.58117101	0.68559948	0.7332517	1.04441508	0.9139561	0.74725656	1.2437309	0.9512639
c540	PFC0825c::cleavage and polyadenylation specificity factor protein, putative::100% identity to 100% of hypothetical protein C0825c - malaria parasite (Plasmodium falciparum)	1	11.27	19.78041729	17.87780579	1.902611502	9.396456277	0.9	-0.351349663	-2.54702939	2.246	2.42344141	2.43893462	2.48322059	2.01174607	2.70152388	2.234	1.98816773	2.19423963	2.36617789	2.437	1.9798955	2.27963821	1.791	1.615431496	1.24054454	1.42046784	1.3	1.35873692	1.321	1.012537	1.00923186	1.02846239	0.7933024	0.71639946	0.7	0.5233821	0.47512483	0.469	0.36034356	0.30764859	0.30762137	0.34145177	0.31674208	0.36922748	0.52097072	0.4932144	0.52240335	0.46061501	0.6725652	1.2759066	1.26304423	1.5672739	1.40511732	1.6024995	1.4990646
n129_40	PF14_0728::hypothetical protein::	1	44.11	66.70083624	62.36648769	4.334348546	14.38889536	0.94	-0.397089266	-2.547338229	1.857	2.05266069	2.86400847	2.15937721	2.96769091	4.17023958	3.718	3.95620515	4.81795667	5.36282298	4.801	3.69778389	3.65226254	3.324	3.367236	2.76611056	1.79640962	2.45	1.33570748	1.134	0.5880146	0.94375801	0.40055905	0.6045732	0.4098395	0.335	0.22133488	0.15150208	0.127		0.12193389	0.1694385	0.17313049	0.14759749	0.23174917	0.21699483	0.20670525	0.31439837	0.22518956	0.42491525	0.8874289	1.12343766	0.9931809	0.41603394	0.6495599	0.8091994
j21_21	PF10_0361::hypothetical protein::24% identity to 70% of (AC115593) hypothetical protein [Dictyostelium discoideum]	1	4.45	12.45079979	9.517600817	2.93319897	3.244785272	0.76	-0.157318819	-2.548779979	1.489	1.64236097	1.86881597	1.66981723	1.51733401	1.9278479	1.39	1.97277392	1.17260378	2.05633964	1.489	1.52815922	2.03473026	1.267	1.188634258	1.28026056	1.67036501	1.258	1.04454958	0.994	1.03111564	0.98210696	0.68654374	0.8668748	0.91066332	0.809	0.76884748	0.70461914	0.604	0.54465287	0.33391127	0.38576048	0.43955904	0.53544495	0.5666071	0.59604911	0.57825136	0.67541851	0.71992421	0.98147604	1.4130879	1.62523102	1.6350169	2.33345758	2.3426956	1.8991182
kn131_2	PF10_0361::hypothetical protein::24% identity to 70% of (AC115593) hypothetical protein [Dictyostelium discoideum]	1	4.09	10.71501809	7.975458104	2.739559987	2.911218642	0.74	-0.202563395	-2.551254999	1.59	1.42151986	1.81851121	1.33585372	1.60135973	1.59808445	1.263	2.12789605	1.30274851	2.1072086	1.438	1.45588143	1.90800461	1.324	1.378041303	1.42277144	1.49828666	1.318	0.9466745	0.905	0.81467422	0.98771903	0.74337984	0.8548793	0.95082761	0.786	0.78216084	0.64993497	0.604	0.62439488	0.39581616	0.45238436	0.50304023	0.58284852	0.6137425	0.54569165	0.49059788	0.64433728	0.67443135	0.76901836	1.397306	1.56464704	1.5224946	2.1237215	2.1714939	1.5695286
j414_1	PF10_0085::nucleolar protein NOP5, putative::49% identity to 86% of SAR DNA-binding protein-1 - garden pea	1	10.34	20.4524382	18.15500726	2.297430943	7.902308147	0.89	-0.359803152	-2.55776423	1.936	2.04336209	1.72712455	2.40099468	2.08359416	2.3108809	1.794	2.31262145	2.16560785	2.78083717	2.177	2.14122988	2.89902784	1.638	1.879759531	1.76503087	1.57391343	1.488	1.23043012	1.157	1.04783644	0.96527083	1.01493	0.8092964	0.68607133	0.71	0.59660567	0.47602134	0.411	0.44008554	0.33203536	0.26814055	0.29624549	0.35337212	0.41538093	0.36165806	0.52068788	0.62521042	0.60391747	1.06489492	1.4167299	1.46850296	1.3904532	1.59193158	2.0091038	1.3660923
c447	PFC0690c::hypothetical protein::100% identity to 100% of (NC_000521) predicted using hexExon; MAL3P5.22 (PFC0690c), Hypothetical protein, len: 366 aa [Plasmodium falciparum]	1	7.76	13.54086922	11.38747939	2.15338983	5.288164376	0.84	-0.375315004	-2.559314828	1.666	1.79578744	1.95768738	2.35165913	2.31984039	2.60132652	1.828	2.25696705	1.95086899	2.29218669	1.655	1.73982996	2.01621976	1.26	1.171798094	1.28960555	1.4073154	0.888	0.99108844	1.021	1.07756225	1.09434776	0.91388809	0.9148568	0.86230235	0.78	0.60908695	0.58180383	0.604	0.51982754	0.59091039	0.50667047	0.49919288	0.37815127	0.44975051	0.43765201	0.33622308	0.5355531	0.44582982	0.5265821	0.8947128	1.01412308	1.1183331	1.75926193	1.5571814	1.3774574
f23551_1	MAL8P1.141::hypothetical protein::23% identity to 91% of hypothetical protein C0760c - malaria parasite (Plasmodium falciparum)	1	15.71	28.75779083	26.12684033	2.630950505	9.930570825	0.91	-0.170345506	-2.566057153	2.298	2.69309997	2.10021715	2.7678484	2.33567133	1.97097086	1.836	2.04974281	2.01594144	2.21357101	2.339	1.81597965	1.9991332	1.515	1.426866299	1.23236759	1.30647971	1.278	1.23947733	1.004	0.80724279	0.97930103	0.77405326	0.6693489	0.50082387	0.482	0.46430401	0.30210771	0.314	0.26254677	0.2373021	0.25086769	0.23949716	0.31997413	0.42421883	0.38088545	0.29435872	0.48175869	0.51748107	0.60087708	1.3014005	1.46718585	1.6200905	1.93461507	2.2696831	1.7661459
f15410_4	MAL7P1.16::hypothetical protein::23% identity to 95% of hypothetical protein C0760c - malaria parasite (Plasmodium falciparum)	1	3.1	6.196856063	4.387928512	1.808927551	2.425707161	0.71	-0.714154489	-2.567129919	1.143	1.34596887	1.3104348	1.8367989	1.77306435	1.87077351	1.311	2.45471802	1.73222592	2.66214287	1.514	1.82501449	2.0560885	1.39	1.448753252	1.25573013	1.22756481	1.413	1.29211606	1.19	0.74314641	0.6856042	1.45428191	1.1339746	0.93443405	1.184	0.96022728	1.10085538	0.982	0.84782292	0.65844303	0.47541483	0.54536098	0.6582633	0.59410276	0.59147117	0.65936355	0.71486773	0.53340356	0.71948837	0.7247538	0.79549394	0.8714732	0.95240824	0.9101391	0.9296701
opfd66975	PFD1175w::Plasmodium falciparum trophozoite antigen r45-like protein::77% identity to 98% of trophozoite antigen R45 - malaria parasite (Plasmodium falciparum) (fragments)	1	41.69	68.77421831	65.22649294	3.547725375	18.38544026	0.95	-0.183752629	-2.575908748	0.902	1.14488719	1.49320823	2.47057033	2.49641614	2.35400371	2.019	4.18829604	2.82544144	5.11156092	3.233	2.98145918	3.79322702	2.197	2.000138123	2.03837115	1.89505313	1.127	1.02974494	0.777	0.66697389	0.49479485	0.38341801	0.3062851	0.26229727	0.216	0.19803647	0.12909052	0.131	0.16174085	0.12474775	0.14147293	0.12984787	0.16914458	0.19737959	0.20051421	0.1975474	0.3359161	0.35484416	0.46141104	0.6567702	0.76783607	1.1688534	1.85553423	1.7044653	1.8525211
e9706_1	MAL6P1.64::RNA-binding protein, putative::21% identity to 86% of (AP002460) gene_id:F1D9.26~unknown protein [Arabidopsis thaliana]	1	3.16	7.599017536	5.909937809	1.689079727	3.498909918	0.78	-0.472739402	-2.581397846	1.785	1.83414406	2.17399708	1.63566179	2.16640221	2.23604994	1.438	1.81765179	1.19602983	2.07329602	1.364	1.90116434	2.19420526	1.239	1.291335039	1.27792435	1.54322431	1.277	1.05935423	1.215	1.06177043	1.34782493	1.18002525	1.0268148	1.0180413	0.933	0.98685399	0.72165192	0.701	0.66652272	0.52525368	0.47459233	0.48380353	0.58177118	0.61472448	0.57315933	0.58217614	0.69574086	0.7301601	0.99972393	1.1520794	1.50406305	1.2675973	1.46700669	1.4489214	1.5149758
j183_1	PF10_0219::hypothetical protein::28% identity to 90% of (AF412054) AT5g50310/MXI22_1 [Arabidopsis thaliana]	1	11.02	19.72458027	17.79007012	1.934510151	9.196162712	0.9	-0.365114945	-2.581477522	1.658	2.23630756	1.85288613	2.06070611	2.19197514	2.17009719	1.841	2.53050301	1.99641975	2.7423001	2.045	2.28965751	2.6284898	1.455	1.527041535	1.72765093	1.67474912	1.386	1.36202689	1.157	0.86297878	0.96527083	0.96170255	0.7645132	0.65902193	0.66	0.70893727	0.44643807	0.407	0.3227294	0.3273456	0.28047829	0.31836772	0.38030595	0.43993064	0.37813866	0.44088397	0.53913939	0.56752319	0.90587759	1.1581493	1.39211451	1.1860761	1.26185494	1.4967572	1.4240546
a21885_5	PFA0415c::hypothetical protein::	2	3.43	10.88824045	7.755171232	3.133069222	2.47526329	0.71	-2.588445953	-2.588445953	1.475	1.13907558	1.79168224	1.22706265	1.14713365	1.42939773	1.385	1.759629	1.84675333	1.95306017	1.633	1.39134758	1.73998625	1.19	1.260188055	1.18681097	1.08179147	1.168	0.95160932	1.072	1.0626994	0.99052507	0.97884363	0.8908658	0.97213929	1.157	0.78881754	0.70192974	0.755	0.55969857	0.64531169	0.53463603	0.46264312	0.4708037	0.49590394	0.56308786	0.52068788	0.78659359	0.86436395	1.34643388	1.5454131	1.97819855	2.3112984	2.42743772	2.5466273	2.0741418
kn5150_1	PFL1170w::polyadenylate-binding protein, putative::42% identity to 88% of POLYADENYLATE-BINDING PROTEIN 1 (POLY(A)-BINDING PROTEIN 1) (PABP 1) (PABP1)	1	3.28	9.652149296	7.047368342	2.604780955	2.70555124	0.73	-0.398074944	-2.588733792	1.393	1.61330295	1.63238429	1.54837588	1.70974071	1.85428532	1.417	2.10658155	1.34569625	2.31376756	1.524	1.80694497	2.42060287	1.345	1.489160166	1.40408147	1.6539243	1.418	1.18848364	1.121	0.98095324	1.2365195	0.89133406	0.9524427	0.96968023	0.889	0.86204111	0.72703067	0.678	0.67555014	0.53838502	0.53874861	0.59056733	0.51389786	0.60097664	0.60703616	0.56386048	0.73399466	0.73243472	0.71688157	1.3414623	1.31440895	1.6177941	2.30595128	2.4282966	1.8286542
f42703_3	PF08_0121::peptidyl-prolyl cis-trans isomerase precursor::100% identity to 100% of (U10322) cyclophilin [Plasmodium falciparum]	1	7.58	12.22185716	10.57269352	1.649163636	6.410942669	0.87	-0.489673367	-2.59188533	1.586	1.64933495	2.07338797	2.04932107	2.48545619	2.54425198	1.777	2.69865055	2.13957894	2.60510805	1.846	1.87018808	1.92509117	1.251	1.237459254	1.10854683	1.19906774	0.885	0.8866334	1.044	1.10914601	1.06628759	0.92922477	1.1219791	1.13361607	0.866	0.67315759	0.68937927	0.658	0.53938692	0.64437369	0.42770882	0.46264312	0.41047189	0.39475919	0.41293109	0.41471874	0.41003283	0.45606571	0.55525734	0.857079	1.02070829	0.9151042	0.96730754	0.9831517	1.070598
m24602_1	PF13_0203::hypothetical protein::43% identity to 3% of asparagine/aspartate rich protein - malaria parasite  (Plasmodium falciparum) (fragments)	1	4.31	9.784414443	7.765513754	2.01890069	3.846407005	0.79	-0.681577035	-2.592365379	1.968	2.00151849	1.98367801	2.15558215	2.11525605	2.26902631	1.432	2.00474559	2.20855559	2.53574115	1.865	2.33741241	1.7912461	1.77	1.867974256	1.50804422	1.50924705	1.684	1.92871562	1.889	1.85322134	1.48999667	1.11055891	1.2211419	0.88689269	1.049	0.80545924	0.53698072	0.578	0.58753304	0.62936647	0.50996054	0.52420064	0.49342814	0.61472448	0.49808099	0.59918354	0.71964946	0.71651222	1.01015124	1.5199192	1.83727496	1.4536035	0.88708061	0.9718222	0.8046533
b579	PFB0925w::hypothetical protein::100% identity to 52% of protein with DnaJ domain (RESA-like) PFB0925w - malaria parasite (Plasmodium falciparum)	2	7.03	14.03536808	12.53952908	1.495838993	8.382940373	0.89	-2.597919134	-2.597919134	1.608	1.72139882	2.26957588	1.7204177	1.367549	1.21505152	1.434	1.50148699	1.32096869	1.6725102	1.744	1.57591412	1.86528796	1.726	1.616273244	1.81409188	2.30387608	1.414	2.38436946	1.971	1.52809477	1.57230653	1.13942809	0.863676	0.83853162	0.783	0.57081099	0.38906449	0.58	0.49876362	0.50837052	0.44086912	0.47418515	0.642103	0.77675252	0.62168563	0.80719702	1.09023307	1.17598996	1.90429804	2.1074918	2.4180909	2.0690312	1.83834276	2.4371084	1.5877128
j33_20	PF10_0017::hypothetical protein::28% identity to 16% of (AF196347) reticulocyte-binding protein 2 homolog A [Plasmodium falciparum]	1	7.74	18.33603328	13.7365568	4.599476485	2.986547892	0.75	-0.661179043	-2.604802751	1.11	1.59005653	1.21066404	2.4402101	2.49641614	2.23858655	2.053	3.22677594	3.64665455	3.99860965	2.302	3.07955044	2.99585207	1.735	1.773691658	1.50103545	1.13549745	0.904	0.73447465	0.893	0.69762867	0.70711702	1.19716634	1.2219416	1.58198043	1.028	1.18156208	1.18422628	1.192	0.59731272	0.76067987	0.40221081	0.45206292	0.43848308	0.44778653	0.27376141	0.32314046	0.41361911	0.36280541	0.39623997	0.9420586	0.88636991	0.8795104	1.18506641	1.2424721	1.178567
opfg0053	PF07_0083::hypothetical protein, conserved::29% identity to 66% of HYPOTHETICAL 36.4 KD PROTEIN IN POP2-HOL1 INTERGENIC REGION	1	6.57	10.85061164	9.77262543	1.077986213	9.065631185	0.9	-0.618155684	-2.605870316	1.322	1.36456606	2.15136005	1.70650251	1.65737673	1.73886816	1.748	2.06513662	2.64844476	2.46174995	2.812	2.42259694	2.15718424	2.186	2.256889924	1.62135196	1.58158568	1.579	1.22302775	1.268	1.21504433	0.93346934	1.05642936	0.8012994	0.81476094	0.819	0.78465711	0.71537666	0.663	0.59430359	0.65375327	0.42030617	0.44244457	0.50635638	0.57642697	0.41384667	0.53115395	0.57380687	0.60846676	0.6660481	0.7623876	0.97856291	0.919697	1.12432313	1.0662349	1.141062
n141_47	PF14_0214::hypothetical protein::31% identity to 71% of hypothetical protein C0390w - malaria parasite (Plasmodium falciparum)	1	3.69	6.260400101	5.623613856	0.636786246	8.831242655	0.9	-0.644987165	-2.609314384	1.285	1.27622961	1.61896971	1.51295552	1.36876668	1.55876647	1.28	1.76436563	1.76346071	2.26135704	1.743	1.69594696	2.15860819	1.589	1.748437211	1.42043509	1.7854491	1.459	1.64496	1.258	1.01160802	1.02980929	1.05642936	0.9892289	0.79590832	0.769	0.71060142	0.62214463	0.596	0.60408323	0.51024646	0.61442018	0.63577361	0.75414779	0.76300469	0.74437469	0.64889745	0.77583471	0.63121316	0.6660481	0.7077579	0.88505288	0.950698	0.84238278	0.8358677	0.9535369
f4422_3	PF08_0065::hypothetical protein, conserved::34% identity to 90% of (AE003785) CG12792 gene product [Drosophila melanogaster]	1	13.48	22.81858758	21.32978121	1.488806366	14.32676653	0.93	-0.357222369	-2.612414207	1.706	1.5191549	1.86713907	2.2251578	1.96668887	2.36288207	1.842	2.49142646	2.49487397	2.78237854	1.989	2.40323684	2.76091109	1.724	1.750120908	1.62368817	1.43142823	1.38	1.21727042	1.293	1.15559261	0.91195652	0.88952976	0.7181306	0.58197207	0.645	0.42353178	0.39354683	0.382	0.30693146	0.33860103	0.29117102	0.31452036	0.34367593	0.35155171	0.37447632	0.50498876	0.50686274	0.50269588	0.69602679	0.8777169	0.93246645	1.2147808	1.48534431	1.7208302	1.4672422
n128_2	PF14_0440::hypothetical protein::23% identity to 97% of hypothetical protein PFB0800c - malaria parasite (Plasmodium falciparum)	2	4.82	11.65292746	9.61095894	2.041968519	4.706712591	0.82	-2.61609692	-2.61609692	2.017	1.59470576	0.96500993	1.36747902	0.8183374	1.03494992	0.857	0.77916279	1.22466161	1.1191174	1.165	1.06480686	1.17328042	0.899	1.152436486	0.92865621	1.15851432	1.12	1.64660504	1.333	1.20761286	1.03916269	1.50209637	0.9284517	0.75820308	0.863	0.60326237	0.51098333	0.464	0.44760841	0.47179038	0.60619502	0.68194172	0.79293255	0.75711278	0.69127045	1.23238183	1.44527607	1.25787697	2.42566641	2.6367927	2.47867489	2.1700715	2.27386038	2.7064997	2.2605303
opfl0068	PFL2310w::hypothetical protein, conserved::39% identity to 74% of (AC022464) F22G5.30 [Arabidopsis thaliana]	1	3.4	7.988361079	6.363819895	1.624541184	3.917302903	0.8	-0.608643082	-2.616243814	2.095	1.94456468	1.73383195	1.53699084	2.17005538	1.9494093	1.432	2.03434915	1.85716493	2.33072375	1.541	1.6288318	2.17569475	1.589	1.668465432	1.62952877	1.72407087	1.649	1.68279408	1.109	1.60798297	1.43200556	0.9048665	1.3203047	1.17951809	0.886	0.7380603	0.6750359	0.59	0.47017687	0.80194983	0.59796986	0.71656782	0.61732386	0.66284191	0.41567786		0.71128148	0.77337829	0.99451024	1.3074705	1.3894803	1.2343	1.20913438	1.2940844	1.4376927
a3310_22	NULL::::	1	7.43	11.86575142	10.33612939	1.529622024	6.757309474	0.87	-0.53941724	-2.619068443	1.479	1.90620806	1.72544785	1.94052999	2.3953418	2.39205345	1.604	2.40735254	1.83243737	2.60356649	2.022	2.18898477	2.72816176	1.494	1.414239076	1.47066427	1.5443204	1.445	1.14242477	1.115	1.012537	1.1420501	0.98155013	0.8540796	0.82459711	0.722	0.80545924	0.65710663	0.645	0.51982754	0.56089588	0.43757905	0.45013924	0.45679809	0.56267914	0.5566787	0.38201221	0.44589576	0.51975568	0.50312052	0.7781695	0.98119704	0.8588432	1.22976417	1.3859795	0.9967245
j22_4	PF10_0087::diphthine synthase::54% identity to 98% of (AC117082) methyltransferase - like protein methyltransferase DPH5, Saccharomyces cerevisiae [Dictyostelium discoideum]	1	5.42	9.202087063	8.05385612	1.148230942	7.014143083	0.88	-0.656982328	-2.627306906	1.698	1.72139882	2.03482111	1.79884855	1.79620193	2.25761134	1.852	1.80107393	2.233283	2.32609927	2.519	1.82888655	2.20559635	1.604	2.023708873	1.62836074	1.46321344	1.461	1.95092254	1.615	1.22990729		1.23144841	0.9956265	0.87787619	0.925	0.75969451	0.51277629	0.538	0.69661406	0.65656709	0.48281749	0.53285716	0.52251671	0.47626419	0.57132817	0.62927355	0.73519008	0.50497053	0.72079178	0.9784784	1.09973088	0.9725135	0.97418418	1.1216237	0.8512505
